word;category;mean Happiness;mean Anger;mean Sadness;mean Fear;mean Disgust;H;A;S;F;D;N;min distance;category;;emotions
uwa¿aæ;F;2.154;1.923;1.423;2.500;1.308;5.718;6.015;6.539;5.322;6.625;2.722;2.722;N;;
uwa¿ny;U;3.308;1.423;1.462;1.538;1.346;4.225;6.559;6.528;6.423;6.628;2.844;2.844;N;;
uzasadniaæ;U;2.815;2.037;1.444;2.481;1.407;5.232;6.222;6.780;5.703;6.782;3.331;3.331;N;;
uzdolniony;U;4.962;1.692;1.731;2.077;1.269;3.368;7.370;7.289;7.067;7.676;4.813;3.368;H;;
uzdrowienie;U;5.346;1.346;1.462;2.077;1.077;2.716;7.527;7.477;6.993;7.788;4.914;2.716;H;;
uznanie;U;5.077;1.077;1.308;1.808;1.038;2.615;7.499;7.306;6.915;7.536;4.379;2.615;H;;
uznawaæ;U;3.808;1.500;1.500;1.615;1.346;3.678;6.577;6.574;6.449;6.728;3.315;3.315;N;;
uzupe³niaæ;U;2.963;1.444;1.593;1.741;1.370;4.687;6.494;6.330;6.226;6.535;2.805;2.805;N;;
uzyskaæ;U;4.731;1.500;1.192;1.962;1.231;3.183;7.104;7.364;6.671;7.317;4.182;3.183;H;;
u¿¹dliæ;U;1.154;4.308;2.692;4.385;3.577;8.739;6.210;7.604;6.170;6.998;6.259;6.170;F;;
u¿ywaæ;U;2.815;1.630;1.630;2.148;1.889;5.379;6.586;6.595;6.164;6.423;2.904;2.904;N;;
wabiæ;U;2.538;2.269;1.769;2.462;2.192;5.722;6.303;6.790;6.121;6.325;3.636;3.636;N;;
wachlowaæ;U;3.615;1.538;1.192;1.269;1.462;3.844;6.661;6.926;6.894;6.698;3.245;3.245;N;;
wada;U;1.308;4.000;3.808;3.115;2.154;8.018;5.885;6.089;6.735;7.473;5.213;5.213;N;;
wafel;U;4.000;1.769;1.308;1.346;1.385;3.729;6.786;7.135;7.131;7.080;3.738;3.729;H;;
waga;U;1.808;2.192;2.231;2.308;1.654;6.173;5.933;5.950;5.848;6.495;2.875;2.875;N;;
wahad³o;U;1.654;1.808;1.846;2.308;1.577;6.353;6.297;6.228;5.693;6.362;2.586;2.586;N;;
wakacje;H;5.962;1.154;1.654;1.654;1.115;1.851;7.995;7.613;7.609;8.025;5.364;1.851;H;;
walc;U;4.192;1.538;2.077;2.077;1.538;4.113;7.366;6.889;6.850;7.366;4.371;4.113;H;;
walczyæ;U;2.731;3.500;2.231;3.077;1.962;6.350;5.779;7.016;6.272;7.288;4.803;4.803;N;;
walizka;U;3.385;1.615;1.846;1.808;1.154;4.373;6.564;6.257;6.343;6.973;3.372;3.372;N;;
walka;U;2.500;3.885;3.192;3.846;2.462;7.348;6.444;7.164;6.561;7.693;5.995;5.995;N;;
wampir;U;1.577;1.769;2.231;3.846;3.192;7.464;7.584;7.213;5.636;6.415;4.679;4.679;N;;
waniliowy;U;4.231;1.154;1.615;1.077;1.500;3.413;7.170;6.771;7.222;6.701;3.781;3.413;H;;
wanna;U;4.481;1.259;1.259;1.370;1.222;3.035;7.259;7.255;7.149;7.276;3.891;3.035;H;;
warga;U;3.259;1.481;1.296;1.148;1.333;4.181;6.402;6.623;6.715;6.568;2.729;2.729;N;;
wariant;N;2.615;1.692;1.500;2.077;1.269;5.334;6.438;6.618;6.096;6.763;2.485;2.485;N;;
wariat;U;3.074;2.074;2.704;3.741;2.037;5.848;7.343;6.848;5.757;7.384;5.307;5.307;N;;
warkocz;U;3.654;1.423;1.154;1.231;1.308;3.598;6.687;6.911;6.853;6.787;3.123;3.123;N;;
wartoœciowy;U;4.846;1.308;1.269;1.577;1.192;2.680;7.288;7.285;7.037;7.361;4.336;2.680;H;;
warunek;F;1.615;3.115;2.846;3.846;2.154;7.523;6.367;6.581;5.491;7.113;4.734;4.734;N;;
warzywo;U;2.593;1.370;1.852;1.741;1.778;5.171;6.638;6.270;6.386;6.318;2.839;2.839;N;;
waœñ;U;1.231;3.115;3.077;3.000;2.154;7.629;6.118;6.205;6.292;6.946;4.299;4.299;N;;
wata;N;2.269;1.615;1.462;1.615;1.577;5.329;6.208;6.355;6.172;6.250;2.164;2.164;N;;
wa¿ka;D;2.538;1.577;1.115;2.038;2.615;5.285;6.587;6.955;6.134;5.428;3.267;3.267;N;;
wa¿yæ;U;1.885;2.538;2.192;2.615;2.115;6.655;6.345;6.683;6.325;6.787;3.467;3.467;N;;
w¹t³y;U;1.577;2.154;2.731;2.462;2.577;6.815;6.344;5.764;6.087;5.800;4.038;4.038;N;;
w¹tpliwoœæ;F;1.630;2.741;2.926;3.852;1.704;7.397;6.470;6.342;5.219;7.407;4.665;4.665;N;;
w¹wóz;U;3.000;1.444;1.407;2.296;1.370;4.894;6.671;6.712;5.816;6.744;2.965;2.965;N;;
wchodziæ;U;2.769;1.385;1.538;2.231;1.308;5.049;6.624;6.524;5.747;6.684;2.810;2.810;N;;
wdowa;S;1.154;2.423;5.269;3.962;1.731;8.595;7.744;4.807;6.457;8.234;6.011;4.807;S;;
wdziêk;U;5.115;1.462;1.423;1.577;1.308;2.568;7.309;7.367;7.234;7.436;4.671;2.568;H;;
weekend;H;6.222;1.222;1.111;1.333;1.000;1.117;7.900;7.987;7.798;8.075;5.337;1.117;H;;
welon;U;4.154;1.692;2.000;2.269;1.385;4.054;7.111;6.852;6.535;7.380;4.358;4.054;H;;
we³niany;U;3.778;1.556;1.370;1.296;1.963;4.055;6.946;7.059;7.156;6.506;3.792;3.792;N;;
wentylowaæ;N;1.963;1.296;1.333;1.296;1.407;5.331;6.122;6.084;6.118;5.990;1.474;1.474;N;;
Wenus;U;3.462;1.231;1.269;1.731;1.115;3.978;6.773;6.723;6.187;6.864;2.991;2.991;N;;
weranda;U;3.885;1.269;1.346;1.038;1.346;3.408;6.745;6.695;6.966;6.592;3.268;3.268;N;;
weryfikowaæ;F;1.769;2.000;1.769;2.808;1.538;6.194;6.067;6.322;5.145;6.544;2.972;2.972;N;;
weselny;U;4.885;1.500;1.654;2.346;1.577;3.497;7.601;7.436;6.919;7.548;5.007;3.497;H;;
weso³y;H;6.038;1.192;1.231;1.192;1.192;1.259;7.871;7.817;7.863;7.871;5.220;1.259;H;;
weto;A;2.038;2.962;2.000;2.692;1.462;6.337;5.432;6.383;5.799;6.939;3.779;3.779;N;;
wêdka;U;3.346;1.231;1.346;1.423;1.385;3.949;6.679;6.554;6.493;6.502;2.962;2.962;N;;
wêdkarz;U;3.423;1.154;1.423;1.308;1.346;3.892;6.825;6.552;6.694;6.650;3.045;3.045;N;;
wêdrowny;U;3.615;1.192;1.308;1.846;1.308;4.063;6.899;6.782;6.263;6.804;3.140;3.140;N;;
wêgiel;U;2.111;1.778;2.000;2.074;1.889;5.934;6.298;6.113;6.036;6.165;2.633;2.633;N;;
wêgorz;U;2.808;1.423;1.385;1.962;2.577;5.354;7.201;7.234;6.751;5.810;3.825;3.825;N;;
wgl¹d;U;2.815;1.963;1.407;2.111;1.259;4.992;6.053;6.578;5.920;6.737;2.890;2.890;N;;
wgnieciony;U;1.222;3.259;2.778;2.889;2.222;7.550;5.793;6.287;6.131;6.744;4.226;4.226;N;;
whisky;U;3.692;1.615;2.577;1.962;2.346;4.922;7.364;6.619;7.089;6.718;4.642;4.642;N;;
wiadomoœæ;U;3.769;1.577;1.731;2.923;1.269;4.642;7.074;6.928;5.762;7.305;4.032;4.032;N;;
wiadro;N;2.000;1.333;1.148;1.407;1.296;5.347;6.200;6.372;6.132;6.169;1.505;1.505;N;;
wiara;U;4.731;1.962;2.115;2.308;1.500;3.717;7.359;7.285;7.115;7.788;5.246;3.717;H;;
wiatr;U;3.115;2.654;2.423;2.308;1.615;5.497;6.294;6.574;6.711;7.327;4.295;4.295;N;;
wi¹zaæ;U;2.769;1.962;2.038;2.731;1.769;5.535;6.604;6.595;5.900;6.768;3.721;3.721;N;;
wichura;F;2.556;2.704;1.963;3.741;1.926;6.408;6.417;7.212;5.375;7.265;4.784;4.784;N;;
widelec;N;2.407;1.444;1.222;1.630;1.296;4.974;6.107;6.331;5.883;6.259;1.945;1.945;N;;
widok;U;4.923;1.500;1.923;1.769;1.462;3.257;7.506;7.150;7.282;7.539;4.586;3.257;H;;
widzieæ;U;4.778;1.407;1.741;1.815;1.370;3.095;7.331;7.052;7.005;7.346;4.472;3.095;H;;
wieczny;U;4.654;1.808;2.538;3.423;1.308;4.653;7.677;7.009;6.165;8.056;5.540;4.653;H;;
wieczorny;U;3.808;1.538;2.038;2.500;1.308;4.479;7.096;6.629;6.163;7.266;3.999;3.999;N;;
wieczór;U;4.808;1.500;1.885;1.923;1.192;3.150;7.280;6.965;6.892;7.500;4.540;3.150;H;;
wiedza;U;5.731;1.500;1.923;2.154;1.115;2.794;7.800;7.455;7.260;8.094;5.404;2.794;H;;
wiedzieæ;U;5.038;1.577;1.615;2.038;1.192;3.123;7.312;7.274;6.912;7.594;4.516;3.123;H;;
wiek;U;2.308;1.923;2.385;2.769;1.385;6.045;6.468;5.969;5.631;6.923;3.347;3.347;N;;
wielbiciel;U;4.115;1.885;1.538;2.385;1.692;4.187;7.008;7.289;6.545;7.173;4.454;4.187;H;;
wielb³¹d;U;3.577;1.115;1.308;1.577;1.538;4.056;6.954;6.752;6.527;6.615;3.087;3.087;N;;
Wielkanocny;U;5.000;1.556;1.741;1.667;1.481;3.039;7.310;7.225;7.286;7.426;4.702;3.039;H;;
wieniec;S;2.111;2.222;4.000;2.556;1.852;6.828;7.164;5.194;6.854;7.476;4.844;4.844;N;;
wiernoœæ;U;5.615;1.423;1.500;3.038;1.346;3.334;8.011;7.963;6.748;8.119;5.629;3.334;H;;
wierny;H;5.815;1.296;1.370;1.741;1.111;1.928;7.870;7.825;7.516;8.027;5.222;1.928;H;;
wiersz;U;3.538;1.885;3.077;1.577;1.846;5.218;6.990;5.907;7.298;7.025;4.561;4.561;N;;
wiert³o;U;1.852;2.667;1.630;2.111;1.519;6.330;5.519;6.698;6.138;6.758;3.135;3.135;N;;
wierzba;S;3.231;1.231;2.385;1.154;1.115;4.373;6.796;5.415;6.869;6.878;3.191;3.191;N;;
wierzyæ;U;5.038;1.615;2.115;2.346;1.231;3.552;7.523;7.081;6.837;7.817;5.113;3.552;H;;
wieszaæ;U;1.577;2.885;4.077;4.538;3.154;8.465;7.662;6.547;6.196;7.400;6.193;6.193;N;;
wie¿a;U;2.630;1.444;1.704;2.407;1.333;5.293;6.547;6.287;5.589;6.642;2.665;2.665;N;;
wie¿owiec;U;3.000;2.192;2.115;2.923;1.808;5.783;6.945;7.046;6.221;7.298;4.421;4.421;N;;
wiêdn¹æ;S;1.308;1.808;4.038;2.500;1.923;7.275;6.866;4.239;6.196;6.743;4.259;4.239;S;;
wiêkszoœæ;U;2.769;2.500;2.115;2.269;2.000;5.599;6.173;6.555;6.393;6.685;3.799;3.799;N;;
wiêzienie;U;1.038;2.923;4.385;4.769;3.731;9.080;7.819;6.550;6.231;7.226;6.539;6.231;F;;
wiêzy;U;3.308;2.385;2.500;2.962;1.808;5.499;7.073;6.987;6.447;7.489;4.810;4.810;N;;
wilczur;U;2.731;2.423;1.769;3.769;2.192;6.328;6.952;7.462;5.585;7.182;4.761;4.761;N;;
wilgotny;U;2.231;2.538;1.923;2.077;3.038;6.265;6.289;6.860;6.683;5.768;4.228;4.228;N;;
wilko³ak;U;1.731;2.192;1.846;4.038;3.269;7.502;7.349;7.631;5.587;6.445;4.828;4.828;N;;
willa;U;5.154;1.500;1.769;1.577;1.308;2.864;7.425;7.219;7.378;7.545;4.718;2.864;H;;
winda;N;2.500;1.308;1.269;2.038;1.231;4.955;6.377;6.404;5.563;6.441;2.226;2.226;N;;
winny;U;1.462;3.846;4.000;3.846;2.692;8.383;6.841;6.562;6.814;7.668;6.190;6.190;N;;
wino;U;4.889;1.889;2.222;1.630;1.889;3.520;7.299;7.055;7.561;7.308;5.065;3.520;H;;
winogrono;H;4.889;1.185;1.185;1.333;1.296;2.485;7.264;7.257;7.112;7.155;4.121;2.485;H;;
wiolonczela;U;3.846;1.462;2.577;1.231;1.462;4.168;7.081;5.980;7.261;7.087;3.957;3.957;N;;
wiosenny;H;5.615;1.038;1.038;1.077;1.038;1.444;7.665;7.668;7.631;7.668;4.637;1.444;H;;
wios³o;U;3.192;1.385;1.308;1.577;1.154;4.313;6.558;6.609;6.383;6.766;2.656;2.656;N;;
wios³owaæ;U;3.074;1.815;1.370;2.185;1.333;4.802;6.351;6.776;5.918;6.810;3.070;3.070;N;;
wiosna;H;6.077;1.308;1.462;1.462;1.077;1.639;7.872;7.744;7.759;8.052;5.362;1.639;H;;
wirus;U;1.231;3.462;3.231;4.308;4.115;8.806;7.302;7.502;6.380;6.573;6.253;6.253;N;;
wiœniowy;U;4.185;1.185;1.185;1.148;1.333;3.103;6.974;6.974;7.006;6.762;3.462;3.103;H;;
witalny;U;4.593;1.333;1.111;1.148;1.259;2.718;6.951;7.217;7.207;7.104;3.937;2.718;H;;
witamina;U;4.481;1.185;1.111;1.074;1.074;2.682;7.074;7.149;7.175;7.163;3.628;2.682;H;;
wiwat;U;4.692;1.462;1.346;1.538;1.269;2.975;7.284;7.364;7.218;7.415;4.183;2.975;H;;
wiwatowaæ;U;4.769;1.692;1.385;1.923;1.385;3.114;7.190;7.448;6.983;7.430;4.609;3.114;H;;
wiza;U;3.593;2.074;1.815;2.259;1.481;4.645;6.572;6.801;6.370;7.085;3.847;3.847;N;;
wizerunek;U;3.808;1.692;1.577;2.154;1.615;4.136;6.832;6.945;6.387;6.880;3.894;3.894;N;;
wizyta;U;4.407;1.704;1.444;2.481;1.593;3.819;7.041;7.253;6.332;7.098;4.347;3.819;H;;
w³adza;U;2.692;2.923;1.923;3.115;2.192;6.287;5.988;7.010;5.856;6.727;4.566;4.566;N;;
w³asnoœæ;U;4.385;1.577;1.423;2.231;1.346;3.726;7.116;7.205;6.542;7.264;4.051;3.726;H;;
wniosek;U;2.615;1.692;1.385;1.885;1.500;4.977;6.258;6.545;6.043;6.434;2.731;2.731;N;;
wnioskowaæ;U;2.923;1.423;1.385;1.962;1.308;4.914;6.562;6.618;6.099;6.693;2.548;2.548;N;;
wnuk;U;4.654;1.385;1.385;1.654;1.308;3.086;7.194;7.143;6.985;7.261;4.153;3.086;H;;
woda;U;5.269;1.615;1.885;2.385;1.423;3.309;7.607;7.397;7.010;7.765;5.190;3.309;H;;
wojna;U;1.385;4.212;5.019;5.442;4.442;10.081;8.304;7.612;7.359;8.101;8.198;7.359;F;;
wojowniczy;U;3.115;3.346;1.885;3.231;1.462;5.715;5.884;7.227;5.938;7.546;4.849;4.849;N;;
wola;U;3.769;1.500;1.885;1.731;1.154;4.200;6.947;6.624;6.734;7.196;3.463;3.463;N;;
wolnoœæ;H;5.885;1.346;1.423;2.192;1.231;2.376;8.017;7.968;7.346;8.109;5.459;2.376;H;;
wo³aæ;U;2.115;1.731;1.923;2.115;1.346;5.659;6.109;5.943;5.771;6.527;2.588;2.588;N;;
wonny;U;3.962;1.269;1.385;1.231;1.615;3.488;6.818;6.708;6.867;6.494;3.315;3.315;N;;
worek;N;1.577;1.308;1.385;2.000;1.885;6.066;6.376;6.305;5.598;5.783;1.951;1.951;N;;
woziæ;U;3.074;1.852;1.481;2.000;1.333;4.782;6.287;6.647;6.155;6.735;2.950;2.950;N;;
wódka;U;3.037;2.296;2.778;2.333;3.370;6.105;6.927;6.451;6.898;5.875;4.717;4.717;N;;
wó³;U;2.407;1.556;1.593;2.074;1.704;5.393;6.439;6.430;5.937;6.359;2.883;2.883;N;;
wpadka;U;1.593;3.630;3.926;5.000;2.815;8.671;7.465;7.181;6.022;8.098;6.742;6.022;F;;
wra¿enie;U;3.038;1.692;1.462;1.962;1.462;4.843;6.649;6.861;6.342;6.826;3.200;3.200;N;;
wra¿liwy;U;3.462;1.462;2.769;2.346;1.346;5.112;7.196;6.045;6.466;7.271;4.176;4.176;N;;
wróg;U;1.444;4.556;2.778;4.444;3.222;8.732;6.216;7.875;6.275;7.528;6.415;6.216;A;;
wró¿ka;U;2.769;2.231;1.692;1.769;2.346;5.348;6.382;6.846;6.790;6.221;3.908;3.908;N;;
wrzawa;U;2.231;2.885;1.731;2.615;2.462;6.341;5.981;7.162;6.385;6.528;4.244;4.244;N;;
wrzeszczeæ;U;1.654;5.000;3.385;4.385;3.423;8.905;6.230;7.708;6.878;7.696;6.955;6.230;A;;
wrzosowy;U;4.192;1.346;1.462;1.385;1.154;3.301;6.972;6.886;6.908;7.110;3.653;3.301;H;;
wschodni;U;2.615;1.731;1.731;2.000;1.731;5.387;6.436;6.378;6.192;6.451;2.792;2.792;N;;
wskazówka;U;4.333;1.667;1.074;1.556;1.111;3.257;6.638;7.168;6.722;7.128;3.729;3.257;H;;
wskazywaæ;U;2.154;2.038;1.769;2.231;1.808;6.039;6.400;6.648;6.121;6.520;2.882;2.882;N;;
wspania³y;H;5.815;1.296;1.444;1.259;1.296;1.808;7.765;7.651;7.792;7.748;5.075;1.808;H;;
wsparcie;H;5.423;1.500;1.615;1.769;1.231;2.392;7.543;7.435;7.301;7.776;5.077;2.392;H;;
wspieraæ;H;5.538;1.385;1.808;1.423;1.077;2.360;7.551;7.196;7.531;7.793;4.902;2.360;H;;
wspominaæ;U;4.385;2.038;4.038;1.885;1.346;4.837;7.452;5.553;7.565;7.961;5.411;4.837;H;;
wspomnienie;U;4.385;2.038;3.615;2.462;1.692;4.895;7.460;6.030;7.103;7.705;5.406;4.895;H;;
wspólnik;U;2.962;1.731;1.346;2.423;1.346;4.812;6.280;6.648;5.519;6.644;3.173;3.173;N;;
wspólnota;U;3.500;1.577;1.423;1.731;1.269;4.160;6.667;6.824;6.550;6.938;3.180;3.180;N;;
wspó³czuæ;S;2.769;2.192;4.385;2.769;1.615;6.587;7.269;5.099;6.797;7.740;5.162;5.099;S;;
wstrêt;D;1.192;3.115;2.577;3.500;5.654;9.030;7.781;8.211;7.455;4.812;6.530;4.812;D;;
wstrz¹sn¹æ;U;2.192;3.000;3.038;3.846;2.500;7.093;6.602;6.595;5.737;7.087;5.231;5.231;N;;
wstyd;U;1.259;3.815;3.778;4.667;3.037;8.907;7.081;7.115;6.140;7.676;6.511;6.140;F;;
wszechœwiat;U;4.308;1.269;1.731;3.038;1.192;4.240;7.630;7.271;5.920;7.686;4.611;4.240;H;;
wœcibski;A;1.038;5.038;2.462;2.269;4.077;8.723;5.315;7.778;7.922;6.315;5.998;5.315;A;;
wtargn¹æ;U;1.538;5.154;3.346;4.538;3.462;9.126;6.435;8.016;7.088;7.893;7.028;6.435;A;;
wujek;U;3.885;2.000;1.808;1.500;1.423;4.126;6.765;6.923;7.218;7.275;3.976;3.976;N;;
wulkan;U;2.889;2.074;2.296;3.407;1.963;5.916;7.110;6.917;5.720;7.211;4.451;4.451;N;;
wybieraæ;U;3.815;1.926;1.593;2.222;1.333;4.258;6.633;6.943;6.280;7.114;3.926;3.926;N;;
wybór;F;3.808;1.885;1.731;3.308;1.269;4.808;7.025;7.180;5.458;7.563;4.632;4.632;N;;
wybryk;U;2.704;2.741;2.370;2.704;1.778;5.961;6.085;6.480;6.172;6.963;4.038;4.038;N;;
wybrze¿e;U;4.346;1.038;1.231;1.654;1.192;3.102;7.284;7.126;6.720;7.115;3.780;3.102;H;;
wybuch;U;1.741;3.148;3.111;4.444;2.444;7.928;7.037;7.115;5.645;7.633;5.619;5.619;N;;
wycieczka;H;5.808;1.269;1.231;1.808;1.077;1.913;7.701;7.729;7.225;7.865;5.094;1.913;H;;
wyczekiwany;U;4.615;1.346;1.654;1.769;1.154;3.294;7.327;7.067;6.982;7.451;4.189;3.294;H;;
wyczerpany;S;1.423;3.115;4.077;2.885;2.115;7.712;6.508;5.378;6.648;7.355;5.069;5.069;N;;
wyæ;U;1.500;4.000;5.077;4.269;2.692;8.935;7.298;6.266;7.057;8.327;7.079;6.266;S;;
wydatek;U;1.885;3.692;3.500;3.346;2.346;7.496;6.208;6.346;6.533;7.358;5.408;5.408;N;;
wydatki;U;1.538;4.308;3.962;4.154;2.769;8.625;6.635;6.998;6.860;7.967;6.459;6.459;N;;
wydawaæ;U;3.077;2.692;2.846;2.885;2.000;6.120;6.908;6.764;6.782;7.470;4.855;4.855;N;;
wydŸwiêk;U;2.615;1.808;1.654;1.885;1.385;5.266;6.278;6.471;6.202;6.694;2.574;2.574;N;;
wygodny;H;5.000;1.346;1.269;1.231;1.462;2.427;7.207;7.270;7.313;7.125;4.330;2.427;H;;
wygrany;H;5.556;1.370;1.407;1.593;1.185;2.017;7.606;7.543;7.394;7.743;5.021;2.017;H;;
wygrywaæ;U;5.808;1.923;1.808;2.154;1.231;2.746;7.592;7.717;7.413;8.134;5.617;2.746;H;;
wyjaœniaæ;U;2.852;1.852;1.667;2.000;1.519;4.933;6.203;6.399;6.083;6.542;3.076;3.076;N;;
wyj¹tkowy;U;4.923;1.538;1.385;1.654;1.231;2.882;7.218;7.307;7.130;7.466;4.469;2.882;H;;
wyjœcie;U;3.926;1.667;1.926;2.185;1.222;4.164;6.816;6.596;6.321;7.190;4.007;4.007;N;;
wykazywaæ;U;3.000;1.741;1.296;1.963;1.556;4.731;6.259;6.677;6.044;6.448;2.874;2.874;N;;
wyk³ad;U;2.889;1.963;1.889;1.815;2.037;5.158;6.351;6.428;6.526;6.326;3.241;3.241;N;;
wyk³adowca;U;3.077;2.462;1.846;2.885;1.615;5.461;6.317;6.875;5.899;7.013;3.922;3.922;N;;
wykonywaæ;U;3.037;1.852;1.333;2.111;1.222;4.762;6.173;6.676;5.854;6.763;2.952;2.952;N;;
wykoñczyæ;U;1.962;3.154;3.500;3.462;2.731;7.313;6.854;6.536;6.597;7.212;5.399;5.399;N;;
wykroczenie;U;1.500;3.885;3.115;3.615;2.692;7.986;6.159;6.892;6.334;7.129;5.320;5.320;N;;
wykszta³cenie;U;4.885;2.077;2.038;2.615;1.731;4.284;7.673;7.683;7.147;7.873;5.349;4.284;H;;
wykszta³cony;U;5.296;1.778;1.481;1.778;1.259;2.588;7.331;7.579;7.335;7.760;4.975;2.588;H;;
wykwintny;U;4.962;1.385;1.308;1.500;1.115;2.522;7.177;7.235;7.050;7.403;4.292;2.522;H;;
wymagaæ;U;2.704;2.630;2.111;2.778;1.593;5.797;6.142;6.692;5.955;7.147;3.914;3.914;N;;
wymarsz;U;2.077;1.462;1.654;2.115;1.462;5.540;6.406;6.244;5.696;6.417;2.501;2.501;N;;
wymiê;D;1.692;1.538;1.308;1.423;2.577;6.174;6.479;6.681;6.572;5.120;2.512;2.512;N;;
wymiotowaæ;D;1.192;2.923;2.769;3.423;5.269;8.806;7.694;7.726;7.233;5.138;6.367;5.138;D;;
wymodliæ;U;2.385;2.269;1.577;1.654;2.769;5.929;6.356;6.964;6.949;5.637;3.988;3.988;N;;
wynagrodzenie;H;5.926;1.556;1.333;1.556;1.037;1.870;7.610;7.807;7.603;8.020;5.273;1.870;H;;
wynajmowaæ;U;2.269;2.654;2.538;3.192;1.846;6.672;6.440;6.623;5.869;7.153;4.320;4.320;N;;
wynalazca;U;5.000;1.154;1.500;1.654;1.038;2.664;7.458;7.173;7.019;7.544;4.328;2.664;H;;
wynik;F;2.962;1.808;2.000;3.692;1.346;5.974;7.100;6.933;5.102;7.418;4.145;4.145;N;;
wynikaæ;U;3.269;1.423;1.423;1.462;1.308;4.250;6.533;6.555;6.517;6.625;2.658;2.658;N;;
wynosiæ;U;2.333;2.519;2.000;2.222;1.593;5.949;5.843;6.327;6.098;6.735;3.368;3.368;N;;
wypadaæ;U;1.577;2.962;3.192;3.308;1.692;7.330;6.230;5.890;5.746;7.324;4.498;4.498;N;;
wypadek;U;1.148;3.852;5.593;5.963;2.630;9.965;8.231;6.818;6.419;9.113;7.930;6.419;F;;
wypoczêty;H;6.077;1.385;1.192;1.269;1.154;1.524;7.864;7.975;7.956;8.016;5.351;1.524;H;;
wypoczynek;H;6.077;1.462;1.346;1.500;1.077;1.550;7.791;7.861;7.759;8.075;5.397;1.550;H;;
wypowiedzenie;U;1.231;3.769;4.000;4.231;2.462;8.495;6.705;6.467;6.246;7.691;5.909;5.909;N;;
wypowiedŸ;F;2.269;1.385;1.308;2.692;1.423;5.607;6.535;6.604;5.094;6.491;2.653;2.653;N;;
wypo¿yczaæ;U;2.538;2.231;1.885;2.231;1.769;5.619;6.319;6.645;6.273;6.670;3.423;3.423;N;;
wypracowanie;U;1.731;3.423;2.346;3.346;3.192;7.502;6.464;7.416;6.560;6.759;5.034;5.034;N;;
wypraszaæ;A;1.154;4.192;3.308;2.346;2.731;8.068;5.341;6.337;7.273;6.786;5.171;5.171;N;;
wyrazisty;U;3.462;1.500;1.462;1.692;1.346;4.298;6.770;6.816;6.613;6.901;3.105;3.105;N;;
wyrocznia;F;1.923;1.846;1.615;3.308;2.269;6.479;6.793;7.032;5.110;6.381;3.864;3.864;N;;
wyrok;U;1.444;3.222;3.778;4.667;2.926;8.614;7.342;6.814;5.954;7.522;6.210;5.954;F;;
wyruszaæ;U;4.538;1.462;1.731;2.808;1.346;3.959;7.329;7.059;6.147;7.434;4.452;3.959;H;;
wyrzutek;U;1.370;3.259;4.741;3.704;2.556;8.544;7.251;5.626;6.844;7.746;6.175;5.626;S;;
wysadzaæ;U;2.038;2.615;2.692;3.923;2.000;7.063;6.867;6.754;5.505;7.327;5.014;5.014;N;;
wysi³ek;U;3.593;1.926;1.926;2.111;2.000;4.518;6.927;6.955;6.758;6.904;4.107;4.107;N;;
wysoki;U;3.885;1.731;1.769;1.962;1.192;4.078;6.795;6.734;6.567;7.197;3.718;3.718;N;;
wyspa;U;5.111;1.370;1.852;2.296;1.407;3.233;7.547;7.164;6.744;7.527;4.769;3.233;H;;
wysportowany;U;4.731;2.154;1.769;2.192;1.500;3.842;7.175;7.534;7.218;7.694;4.976;3.842;H;;
wystarczaæ;U;3.815;1.481;1.815;2.000;1.185;3.930;6.710;6.424;6.268;6.984;3.506;3.506;N;;
wystêpek;A;1.269;2.769;1.846;2.538;2.000;6.779;5.296;6.327;5.624;6.172;3.180;3.180;N;;
wystêpowaæ;F;3.269;1.731;1.692;3.577;1.538;5.485;7.088;7.104;5.286;7.232;4.146;4.146;N;;
wytchnienie;H;5.154;1.385;1.462;1.269;1.346;2.454;7.295;7.228;7.405;7.296;4.517;2.454;H;;
wytrwa³y;U;5.154;1.769;1.615;1.846;1.308;3.094;7.270;7.355;7.196;7.629;4.712;3.094;H;;
wytwarzaæ;N;2.769;1.231;1.385;1.423;1.385;4.574;6.406;6.250;6.211;6.263;2.210;2.210;N;;
wytworny;U;4.778;1.704;1.296;1.296;1.296;2.866;6.911;7.289;7.239;7.231;4.211;2.866;H;;
wytwórca;N;2.615;1.346;1.385;1.385;1.308;4.811;6.342;6.334;6.323;6.411;2.049;2.049;N;;
wywo³ywaæ;U;2.308;2.077;2.346;3.000;2.000;6.275;6.658;6.407;5.761;6.661;3.767;3.767;N;;
wywóz;U;1.808;1.962;2.462;2.346;2.385;6.691;6.725;6.364;6.405;6.252;3.567;3.567;N;;
wyznawaæ;U;3.385;1.577;1.692;2.500;1.423;4.631;6.623;6.532;5.790;6.761;3.495;3.495;N;;
wyzwoliciel;U;4.077;1.654;1.654;1.846;1.423;3.853;6.928;6.947;6.704;7.082;4.002;3.853;H;;
wyzwolony;U;5.385;1.077;1.231;1.962;1.269;2.524;7.708;7.583;6.992;7.551;4.711;2.524;H;;
wzdychaæ;U;2.808;2.269;3.385;2.269;1.577;6.012;6.586;5.587;6.768;7.241;4.572;4.572;N;;
wzgl¹d;N;1.963;1.519;1.481;1.407;1.370;5.442;5.953;6.006;6.080;6.100;1.659;1.659;N;;
wzmacniaæ;U;3.962;1.846;1.769;1.885;1.385;3.977;6.670;6.742;6.646;7.069;3.868;3.868;N;;
